count,hate_speech,offensive_language,neither,class,tweet
3,0,3,0,1,lol possible hoe treat right way love right way hoe hoe
3,0,2,1,1,difference actually crazy amp aspire crazy real shit can not stand fake crazy bitch
3,0,1,2,2,girl tweet might ghetto u bring food outside movie u might stupid u pay
3,0,3,0,1,hate hoe try play wifey roll
3,0,3,0,1,imma pull eat pussy dip
3,0,3,0,1,bloke someone insta dumb bitch scare
3,0,3,0,1,picture ex gonethere picture side hoe postedslide dms like
3,0,1,2,2,bucs great uniform ruin trash smh
3,3,0,0,0,father every mexicannigger love hear
3,0,3,0,1,bitch u go say bitch phone bitch cuz let mfs know
9,3,6,0,1,dumb bitch
3,0,3,0,1,bitch want act like niggas bad shit be not cuteeeee niggas act like bitch
3,0,3,0,1,be not neva care ah bitch say bout
3,0,3,0,1,pornandroidiphoneipadsexxxx creampie young japanese girl hairy cunt cre
3,1,2,0,1,fuck red malone man bitch ass niggah could please use complete sentence
3,0,3,0,1,actually get erin think really nice bit two face bitch time nasty
3,0,3,0,1,white woman pussy
3,0,3,0,1,new wave bitch wear mini shovel hand
3,2,1,0,0,clan retard
3,0,0,3,2,jamal fool first call leprechaun say heart can not blue purple get to yellow
3,0,3,0,1,bitch redbook account selfie add like bitch trick wanna see yo face
3,0,0,3,2,sometimes wish cute pet monkey remember would probably defecate everywhere beat destroy house
3,0,0,3,2,school admin take hungry kids lunch amp throw trash lunch fund not pay teach em
3,0,3,0,1,can not keep shallow bitch ya pocket be not deep
3,0,3,0,1,aye hoe
3,0,3,0,1,girl date okay be not mad yo unless stab heart love hoe
3,0,0,3,2,uncalled trash one good
3,2,1,0,0,bitch not want ugly ass gtfo ol peyton manning lookin ass
3,0,3,0,1,dp double penetration aka dick ass dick pussy damn time
3,0,1,2,2,sen harry reid lists things republicans block senate via ho
3,0,3,0,1,thharmony user follow unfollowe prude ass hoe
3,0,0,3,2,try rexs new water roast tomatopotato sawdust cracker load enough sodium make lots wife look unsavory box
3,0,0,3,2,racist texas trash gwbush come wh numb remember republicans steal election
6,1,5,0,1,benzino bitch point blank period
3,2,1,0,0,ride bitch homie consider single nigga
3,1,0,2,2,nephew albino albino astigmatism eye spasm partial blindness fault
3,0,3,0,1,good pussy change ya life
3,0,0,3,2,see crow gallop across road mmkay wut
3,0,3,0,1,bet rey go crazy ona bitch jack llab
3,0,0,3,2,bird plane boat noits fly human lakeerie cle
3,0,1,2,2,face ugly amp nude trash
3,0,0,3,2,sometimes turn phone loud tweet hear bird chirp truestory teamiphone
3,0,1,2,2,live version pulledpork clams babyjesus lilsmokey
3,0,3,0,1,loves juggle around love fast life sure already grind amcon hoe well
3,1,0,2,2,dumb berk drive circle town bright yellow cycle music blare incredibly
3,0,3,0,1,well pipe pussy lmao wth even mean
3,3,0,0,0,wanna sleep outside nigger lol try hang
3,0,0,3,2,show support fleetweeknyc troopthank could billboard times sq
3,0,3,0,1,yall forget brand new baby girl home bitch cookie burn
3,0,0,3,2,redskin beg lose game smh
6,0,6,0,1,fly bitch aladdin rug
3,0,2,1,1,type put bitch river gtf location lol
3,0,3,0,1,bout hoe pimp man
3,0,3,0,1,can not believe jealous think goddamn bitch room take pic bed shirt _
3,0,3,0,1,yea think pussy boy u r fucking thot
3,0,0,3,2,baby albino
3,0,1,2,2,usc senior rb anthony brown call head coach steve sarkisian racist quit team bitch
3,0,2,1,1,draw perfect scorpion write name retarded
3,0,3,0,1,song ion kno refer future wife bitch
3,2,1,0,0,mayweather pussy win cus pick fight pick nobody fighter fightpacquiao
3,0,0,3,2,feel crisp fall wind spin around watch colorful leave fall like rainbow color raindrop slowly
3,0,3,0,1,play heimer support big faggot ever stupid cheese champion
3,0,1,2,2,yay whitey
3,0,2,1,1,go to straight hip check next hillbilly try apply term derecho runofthemill thunderstorm wvwx
3,0,0,3,2,movie trash
3,0,3,0,1,pussy
3,1,2,0,1,sound like real cunt
3,0,3,0,1,bring another bitch threesome nahhh
3,0,3,0,1,hopefully niggah buy gamma cause want
3,0,3,0,1,niccas bout blow fool lol can not wait world see detroit shit nicca
3,0,3,0,1,not chase dude chase bitch edgar bautista
3,0,3,0,1,des bitch turnt fenna turn em
3,0,3,0,1,use word faggot
3,0,1,2,2,hiho
3,2,1,0,0,hate bitch dat act like nigga
3,1,2,0,1,haha say little bitch let someone take phone real man would not let happen little bitch would
3,0,3,0,1,ginobli drop bitch like delta line
3,0,0,3,2,thotgoals wanna learn jigg really good circle
3,0,3,0,1,get new pussy share
3,0,3,0,1,got to funny witty charming bitch come naturally be not even get to shit
3,0,3,0,1,bitch tell hit get back
6,0,5,1,1,can not tell broke bitch nothin
3,0,0,3,2,yankees nice bounce back kay get to keep go
3,0,3,0,1,one thing baby never call bitch phone bout nigga ion know app somebody play aint
3,0,1,2,2,alabama overrate yr last week show many chink armor wv give hell
3,1,2,0,1,hate bitch ray donovans wife piss
3,0,3,0,1,teach bitch clear bong mon
3,1,0,2,2,bout trash huh
3,0,3,0,1,someone facebook make status defend drop bomb full knowledge bitch unfriende
3,0,1,2,2,interesting hick
3,0,3,0,1,boy tell lyssa make yes bitch need em
6,1,5,0,1,fuckin call venue cancel lose ticket reprint new one dumb bitch
3,2,0,1,0,literally laugh shock amazement joy injust everything everything pop champagne american queer arrive
3,1,2,0,1,yrs till next pre bitch bout odumba leave herhim
3,0,3,0,1,dream pussy sleep cat nap
3,0,3,0,1,af nah hoe stupid
3,0,3,0,1,paul go to pick ball score bitch thevref warrior bench without get
3,0,0,3,2,tx trash show disgrace engage w disrespect president
3,0,0,3,2,penn state tryna slant screen way field lol
3,1,2,0,1,boy sure come wit crazy name day never talk faggot
3,0,3,0,1,dont fuck youuu u lil stupid ass bitch aint fuckin wit u lil dumbass bitch aint fuckin wit
3,0,2,1,1,wanna nigga trinna saving account omg imma funny ass bitch man real shit
3,2,0,1,0,twice divorced teabagger florida attorney general say marriage reserve stable endure family unit wtf
3,0,0,3,2,nothing yokel msu fan constantly reassess izzo aka consistent winner since daugherty biggie flip munn
3,1,2,0,1,one care bitch
3,0,3,0,1,wrong fa laughin dem niccas st cryin n interrogation room
3,0,1,2,2,could get match burner phone ghetto fab month
6,0,1,5,2,look like flappy bird
3,0,0,3,2,deserve victory elite await orange army sweet disgrace collegehoop ill back next time hoosier
3,0,0,3,2,probably yeah account personality handle though wear yellow suit put point
3,0,0,3,2,lester parasitic spider monkey redeem quality run boat amp boat attract woman c
3,0,3,0,1,u get hoe tho werd
3,0,3,0,1,hoe rude
3,1,2,0,1,dumb nigguh
3,0,1,2,2,alexander skarsgard roommate declare sexy albino lizard not know sexy kinda
3,0,1,2,2,look like tool useful clay hammer fag
3,0,1,2,2,mean trash
3,0,2,1,1,turn hoe housewife cause know love miss
4,0,4,0,1,bitch u forcin talkin family shit watch
3,2,1,0,0,ion care fuck hoe
3,0,0,3,2,know superhero story good insult superhero dumb mook come dogooder whiteknight
3,0,0,3,2,muslim jihadi keep calm pjnet tcot tgdn ccot rednationrise teaparty nra
3,1,2,0,1,rememberalway person bear not queer take something message nationalcomingoutday
3,0,3,0,1,themostannoyingthingsinlife people never happy bitchnmoan time
3,0,3,0,1,say soul patch bitch lmaoooo
3,0,3,0,1,big ol pussy harrington block
3,0,0,3,2,yankee not rely long ball playoff yankees mlb
3,0,0,3,2,nickname lux coach k without would never hear duke lol charlie
3,0,3,0,1,bitch
3,0,3,0,1,not bitch
3,3,0,0,0,espn keep hire dyke bitch gay spanish niggas talk sport
3,0,3,0,1,chase bread hoe cause never meet dollar be not like fact
3,0,2,1,1,guy true blood get penis inspect doctor tell look like eggplant
3,1,0,2,2,draft drinking game chug beer everytime see black woman cry
3,0,0,3,2,time amp place decaf coffee never amp trash mommymonday humor via amp
3,0,1,2,2,can not yankees make last week move
3,0,3,0,1,fuck das wat bitch wit uh fuckd mouf
3,0,3,0,1,fuck right pussy
3,0,0,3,2,home chicken penne alfredo oreos banjo
3,0,0,3,2,trash cary williamsc get carry lol
3,0,0,3,2,monkey
6,0,5,1,1,da hoe kno u hear vodka n background
3,3,0,0,0,hate white trash cop rape murder infant daughter son
3,0,3,0,1,di bitch side ill never break
3,0,3,0,1,hoe crazy
3,0,0,3,2,lmao bel ike nowadays
3,1,2,0,1,honestly point doubt fuck miley cyrus anymore bitch mess
3,0,3,0,1,boy want bad bitch dummy men want strong woman respect support grind handle
3,0,3,0,1,bitch nicca talmbout mf peatdf be not da laker
6,4,2,0,0,can not take u coon nowhere amp mean nowhere
3,0,3,0,1,lmfaoooo bitch not change much could find
3,1,2,0,1,bitch yuck
3,0,0,3,2,nevermind find trash
3,0,3,0,1,twitter ever get pussydick
3,0,2,1,1,sure be not color
3,0,3,0,1,really not give fuck start get hoe fuck bitch shit delete yo
3,0,3,0,1,not pussy
3,0,3,0,1,fly portugal amp open whoopass since start zoom still run bitch
3,0,3,0,1,crop top high waiste short way look like underage cunt lmfao
3,0,0,3,2,will not catch sneak dissing fo bird
3,1,2,0,1,eat dick bitch
3,0,0,3,2,omg not even know kimlau sq isi would likelook bird run hill lol
3,2,1,0,0,basically like background music fag
3,0,3,0,1,buy tattoo wife girl bitch
3,0,3,0,1,not want bitch erybody bitch
3,2,1,0,0,faggot drive stick
3,0,3,0,1,boutta walk hoe
3,1,2,0,1,grandpa well comeback dead faggot go outside let go little ass dick minute
4,0,4,0,1,finna favorite last tweet niccas kno know wassup
3,0,0,3,2,slope still feel
3,1,2,0,1,fag
3,0,1,2,2,go break wrong heart baby drive redneck crazy
3,0,3,0,1,boy talk aspecial kind stupid far leave statement retarded
3,0,0,3,2,charlie parr mountain top music fest
3,3,0,0,0,sav fag
3,0,1,2,2,peep got to mad ghetto nowadays smh pull pant
3,0,3,0,1,also refer girl bitch suck betdat
3,0,3,0,1,ill finger ur tight pussy slowly moan name bby
3,0,3,0,1,buy bitch breakfast getting kiss cheek non stoplol check literally min tho
3,0,0,3,2,grind yankee
3,0,3,0,1,bitch not kill vibe
3,1,2,0,1,hoe hoe shhhhh
3,0,3,0,1,surround bad bitch can not keep face wheretheyatdoe
3,0,1,2,2,surrender divinity conquerors apocalypse via gtoriental black metal hell
3,1,2,0,1,hate bitch get boyfriend forget like not get together
3,1,0,2,2,redneck crazy
3,0,0,3,2,hillbilly like sport
3,0,3,0,1,hoe fuck think pregnant party together
3,0,0,3,2,matter pure weight ratio five ounce bird carry one pound coconut
3,0,3,0,1,whatever hoe
6,3,2,1,0,getting hit cunt foot sideway cunt army lol dini care yous fuckin laughable
3,0,0,3,2,settle come first chicken egg egg lay bird chicken
3,0,0,3,2,yeah definitely not guy fight lara cut ring well huge boon canelo
3,1,2,0,1,yeah hoe ass nigga
3,0,0,3,2,trash
3,2,1,0,0,happppppy birthdayyyy lol niggahs really bitch
3,0,1,2,2,yankee
3,3,0,0,0,white trash would call slant hindi moslem equal
3,0,3,0,1,get weak ass juco highlight twitter hoe
3,0,3,0,1,many bitch gon need change ya name jebidiah bitch
3,0,0,3,2,yankees fan look back gary sheffields time team
3,0,1,2,2,sweet yellow bone thang call honey mustard
3,0,3,0,1,lot bitch eat ass nowadays
3,0,3,0,1,maybe cuz put trust bitch lady maybe fucking song
3,0,3,0,1,show lotta love sister tho bitch predictable trouble
3,2,1,0,0,fag
3,0,3,0,1,almost beat bitch
3,0,3,0,1,ya know gamoot consider like wait little baby back bitch
3,0,0,3,2,even liberal humiliate charlie rangels claim gop back slavery hot air
3,0,0,3,2,buy ticket transformer lock aluminum trash toss overpass rus
3,2,1,0,0,ya niggas gassin wack ass bitch
3,0,3,0,1,text phone cunt whore
3,0,3,0,1,hey send song need put hoe cd bang em ride around
3,0,0,3,2,msnbc new census questionstempest teapotaca stayscost downmilgette cover success story
3,0,0,3,2,epic mickey time nahh two half man shiver tht sound like
3,0,3,0,1,make dike say leavin lady make lady say leavin pussy ass nigga give baby
3,0,0,3,2,day yankees joe dimaggio go walk vs cleveland indians end game hit streak
3,0,3,0,1,always white bitch something op lol like give zero fuck come dick
3,0,3,0,1,not like rest bitch wait give fuck
3,0,0,3,2,watch bird poop car get wash
3,0,3,0,1,nigga do bump yo head li ning fire kobe elite gold trash
3,1,2,0,1,eff let go cripple
3,2,1,0,0,niggerfood niggerperson nigger
3,0,3,0,1,time call hoe
3,0,3,0,1,boy yo bitch lame not nobody know
3,0,0,3,2,tedgibson ted get hair color right beside heeeey
3,1,2,0,1,make endear name we like nigger spook amp monkey
3,0,0,3,2,b oreo stuntcome thru
3,1,2,0,1,jody niggah get boo pregnant niggah can not take responsibility
3,1,0,2,2,hmu negro
3,0,2,1,1,arturo keep call ghetto
3,0,0,3,2,we decide drink everclear go yankees game two make seat
3,0,1,2,2,flight liberia reroute ferguson bird stone
3,1,2,0,1,faggot kill jesuschristgt hello whatever go ahead gaymarriage pharaohs pocketsgt
3,0,0,3,2,guest want bird think
3,0,0,3,2,bet charlie strong contact ridley
3,1,2,0,1,doin homework jiggaboo let
3,0,3,0,1,gs hoe motherfucker bounce
3,0,3,0,1,lol morning hoe
3,0,0,3,2,not care kendrick make song still trash
3,1,0,2,2,pancakes trash
3,0,3,0,1,daiya nagore get pussy fuck suck cock forpleasure
3,0,3,0,1,fight expose hoe super gay shit anything negative since society work
3,1,2,0,1,can not fuck coon ass girl bruh
3,1,2,0,1,officially old ass bitch
3,0,3,0,1,feel like apart crowd like yes bitch lets indirectly talk shit
3,0,3,0,1,dnt play yo girl heart pussy
6,0,6,0,1,lamashtu great orgy total bitch lol p
3,0,3,0,1,come davis show celebrate retard
3,0,0,3,2,always look nice go to buy yellow one
3,0,3,0,1,bitch not even go fun anymore go tweet function take pic wit bitch
3,0,1,2,2,someone push hard today may surprised ho capricorn
3,0,0,3,2,note khorasan old arabic name part iran afghanistan invention modern jihadis justsayin
3,0,2,1,1,yo mind rose colder kim amp way earth kanye bitch give problem wizs
3,0,0,3,2,always buy color goldfish stash low constant inspiration
3,0,3,0,1,u pull amp let ferguson fend week waste manpower r attention hos
3,0,3,0,1,hoe money gooooooooooood
3,0,3,0,1,dat befo da fact hoe shut yo ass
3,0,0,3,2,bill maher mock gullible america miss real enemy
3,0,0,3,2,coors light trash yuck not even like beer
3,0,3,0,1,get badass bitch bouncin dick
3,0,3,0,1,tryna fuck bitch game nah
3,0,3,0,1,cause lsu trash doin college playoff rank shit early
3,0,3,0,1,iz point jealous cuz dee hoe everybody bucketsproverbs
3,0,3,0,1,one wrong move consider bitch mine
3,1,2,0,1,shit blow meclaim faithful somebody still fuck hoe
3,0,3,0,1,loud bitch annoy
3,0,3,0,1,bad bitch thing like
3,0,0,3,2,brainwork do pacemaker medical device company call contract tinker toy engineer like sc_troll stribpol
3,0,2,1,1,realize trash
3,0,2,1,1,u zoom see hairy nipple
3,1,2,0,1,say vibe mean say bitch not kill vibe
3,0,3,0,1,hoe gon hoe could not blame tammy
3,1,0,2,2,notice ghetto people name kid car mercedes lexus repossess
3,0,0,3,2,uhh messi trash flattered game scorre
3,0,3,0,1,hoe ass niggas be not get nobody free agency
3,0,3,0,1,think pussy
6,0,1,5,2,team trash
3,0,0,3,2,lol true want fried oreos
3,0,2,1,1,need hurry chilly bitch
3,1,2,0,1,doubt cause bitch be not nothing nigga downfall
3,1,2,0,1,guy pussy
3,0,2,1,1,must send bird call not get shit
3,1,2,0,1,actually boy right dorky ass mom amp dad watch streit make bitch
3,0,3,0,1,base would mean would hurt like bitch one break
3,0,2,1,1,yellow rock hard
3,1,2,0,1,putin push land china completely revamp armed force fucking retard stay country
3,0,0,3,2,lol color contact play
3,0,0,3,2,get hick lol
3,0,2,1,1,birthday hath already pass little fanfare enjoy day bless bitch
3,0,3,0,1,bitch waitin chicken nugget
3,0,3,0,1,not gung ho get draft instead shit seem like another repcon chicken hawk
3,0,3,0,1,exactly bitch
3,0,0,3,2,sheryl crow mom
3,0,1,2,2,bat cool hell basically half tiny fox half leather bird
3,0,3,0,1,explore pussy
3,2,0,1,0,screw raghead
3,0,1,2,2,ever sport seem script end yankee game prove
3,0,3,0,1,unfollowe think shit use follow train gain unfollow cause pussy
3,0,3,0,1,threaten we bitch not try make
3,0,1,2,2,go back mutt rev style course would necessitate run dog adopt
3,0,2,1,1,yall trash
3,0,3,0,1,know bitch not go nomo
3,0,3,0,1,rollin coal bitch ready blow ready set go
3,0,0,3,2,black americans bad bho well research articlebound elicit cry uncle tom
3,0,0,3,2,jihadi work accidents taliban fighters kill ied detonate prematurely celebrate
3,0,2,1,1,not fuck wit hoe niggas
3,0,3,0,1,really miss know drink talk problem like basic bitch
3,0,3,0,1,god tooth gold chain white bitch cocaine
3,0,2,1,1,dawg ass hoe
3,0,1,2,2,hick say bung bed
